index,Username,Title_Review,Rating_Review,Review,State,Type_traveler,Date_Travel,Attraction_id
12105,slfbel,ambiente,30,"Praça muito bonita e grande, infelizmente esta mal conservada. Fica central na cidade de Belém e é bastante arborizada.","Belém, PA",Families,2013-12-01,9
12106,MarioMCFilho,A maior da cidade!,40,"A praça recebe um super feira livre todos os domingos onde é possível encontrar de tudo! Para quem não quer confusão, recomendo visitar durante a semana.","Imperatriz, MA",Families,2013-10-01,9
12107,MarioFormigosa,Praça paid'égua!!!,50,"A praça é o point de Belém aos domingos de manhã. Tem de tudo que você imaginar. Venda de vestuário, comidas típicas, brinquedos, artes, artesanatos e etc. etc e etc. Palcos montados também fazem uma atração a parte com shows a apresentações variadas. A expressão paid'égua significa muito legal!!!","Pôrto Santana, Amapa, Brazil",Families,2014-01-01,9
12108,telmo_13,Lugar da grande feira,50,"A praça em si esta um ;pouco abandonada, mas é compensada pela feira que acontece aos domingos de manhã. Tem de tudo, principalmente o artesanato local e muita gente brincando e curtindo esse evento. Tem artistas musica ao vivo e muita descontração.","Sombrio, SC",Families,2013-12-01,9
12109,EdianeMendes,Feirinha de Artesanato é ótima.,40,"Praça super movimenta aos domingos por conta da Feira do Artesanato. Diversas opções de presentes, lembranças, lanches.. Muitas famílias passeiam pela praça.","Macapá, AP",Families,2013-12-01,9
12110,dflopes,Feirinha de artesanato aos domingos,50,ideal para visitar aos domingos pela manhã coma família. Tem feirinha de artesanato e shows musicais no anfiteatro.,"Belém, PA",Families,2013-12-01,9
12111,ISABELLA231,Praça com muitas árvores frondosas,50,"Um local para passar o domingo. Lugar aconchegante e com muitas atrações. Tem parques, tem palhaços, uma feirinha de artesanatos e comidas.","Belém, PA",Families,2013-05-01,9
12112,mbaraunafilho,Mal Cuidada,30,"Uma Bela Praça porem mal cuidada, onde quem anda por lá se sente inseguro, apesar de sempre ter PM's e Guardas Municipais por lá.","Belém, PA",Families,2013-11-01,9
12114,Cabulete,Praça histórica da cidade,50,"Frequente aos domingos essa praça, bem extensa, com enorme área verde, com estátuas, monumentos, coretos, e onde se situa os Teatros da Paz e Valdemar Henrique. Bem animada, todo evento se inicia lá e aos domingos tem uma extensa feira de artesanato e de comidas.","Belém, PA",Families,2013-08-01,9
12115,VivianDB,Mangueiras!,50,"Sempre ouvi falar das mangueiras de Belém do Pará. A praça é praticamente toda circundada por elas. É também o endereço do famoso Teatro da Paz (se puder, faça a visita interna). Abriga outros pequenos prédios históricos, com museus. Aos domingos acontece uma feira de arte e comida. Visita obrigatória!","Serra Negra, SP",Families,2013-11-01,9
12116,Isabella Sissi,Aos domingos apenas,30,"Aos domingos tem uma feirinha de artesanato com os artesãos da região, e por isso vale a pena. Nos outros dias é uma praça normal, sem nenhum atrativo diferenciado.","São Paulo, SP",Families,2012-09-01,9
12117,silberto2013,Bela Praça,50,"Imponente no tamanho e muito verde pelas mangueiras. Muito boa a feira domingueira. Falta, entretanto, maior zelo por parte do Poder Público.","Campina Grande, Paraiba, Brazil",Families,2012-09-01,9
12118,JairoGuedes,Passeio pela praça da república,30,"Lugar bom para se praticar exercícios como caminhada, mas fora do horário que os camelôs colocam suas barracas. Lugar com muitas árvores e muita gente.","Santa Maria, RS",Families,2012-11-01,9
12119,NeyMarks,Linda praça,40,"Ótima opção para quem quer comprar lembrancinha de Belém, no domingo pela manhã a praça fica cheia de barracas onde você pode encontrar de tudo. Só precisa ter atenção com o entorno da praça, pois a segurança deixa um pouco à desejar.","São Gonçalo, RJ",Families,2012-09-01,9
12120,AriGomes N,Legal,40,Praça muito boa de ser visitada por família. Principalmente aos domingos e feriados. Bem localizada. No centro da capital,"São Paulo, SP",Families,2013-05-01,9
12121,felipesafh,Vale a pena o passeio de domingo.,40,"Uma belíssima praça, boa para quem gosta de fazer uma caminhada, passear com os filhos, apresenta boa iluminação e atrativos para crianças. Se vale uma dica, sugiro o passeio aos domingos pela manhã, pois além de contar com o espaço para caminhada, os visitantes poderão desfrutar de uma feirinha ao ar livre, e encontrarão lá uma série de artesanatos típicos da cidade, bem como comidas e outros produtos bons para presentear.","Belém, PA",Families,2013-08-01,9
12122,PatriciaHomobono,Passeio agradável,40,"A feirinha de artesanatos aos domingos pela manhã é um programa tradicional dos belenenses. Um dica, se você quiser fazer um passeio mais prazeroso chegue cedo, e saia no máximo às 10h, depois disso o lugar fica cheio... e já se torna o círio de Nazaré de tão lotado.","Belém, PA",Families,2013-07-01,9
12123,Dede19752013,Praça da Natureza,40,"Um local no centro de belém, repleto de árvores, cheio de vida, um lugar para levar a família, principalmente as crianças, recomendo a visita no sábado e aos domingos já que tem a feirinha de artesanatos e produtos da terra, bem como várias outras atrações.",Belém,Families,2013-07-01,9
12124,Danielle F,Bom para Passear,40,"Excelente para passear com a família encontramos muitas opções de produtos regionais, sem falar que a praça é muito bonita localizadas em uma avenida linda onde visualizamos os tuneis formados pela mangueiras característica da cidade, ambiente muito familiar e agradável.","Campo Mourão, Parana, Brazil",Families,2013-07-01,9
12125,andrepsol,Belo lugar,50,"Todos os prédios tombados e monumentos que estão lá são belíssimo. Há muito o que se ver. Excelente lugar para quem quer saber mais sobre a história do nosso país, da Amazônia e conhecer a cultura amazônica.","Recife, Pernambuco, Brazil",Families,2012-12-01,9
12127,Deuzanilce,Aos domingos...,50,"Passear na praça aos domingos com a família, fazer compras nas barracas, deliciar-se com as guloisemas paraenses é prá não esquecer mais de Belém. Também não dá prá ficar de fora do ""Arrastão do Pavulagem"" onde vários grupos folclóricos se apresentam em forma de blocos. É uma grande festa da manifestação da cultura Paraense. Imperdível!","Belém, PA",Families,2013-07-01,9
12128,irleuda,Qualidade do hotel,40,"podemos apreciar todos os dias, pois a vista do hotel em que ficamos, foi linda, pois todos os dias ao acordar podemos apreciar a beleza desta praça, com suas árvores e pássaros, aquelas estátuas e monumentos.",são luis,Families,2013-05-01,9
12129,LeoSoaresBH,Para todas as idades,40,"Praça na área comercial da cidade, com muitas mangueiras garantindo uma providencial sombra. Barracas de artesanato nas manhãs de domingo. Tem o belo Theatro da Paz em uma de suas extremidades. Limpa, mas com necessidade de reparo nos equipamentos públicos.","Belo Horizonte, MG",Families,2012-08-01,9
12130,Hercules773,Praça central,30,"Um belo espaço, com coretos e museus, porém como toda a cidade, muito mal cuidado e precisando urgente de reparos.","Curitiba, PR",Families,2012-12-01,9
12131,Rubens F,maltratada,20,"Apesar de belíssima com seu tunel de mangueiras, quiosques, vizinha ao teatro da Paz, e bem localizada, a praça está meio abandonada.  A iluminação foi substituida mas carece de policiamento. As árvores precisam ser cuidadas, há muitos desocupados, cheiradores de cola, e pivetes circulando, além disso muitos locais se transformaram em banheiro público.",Belém,Families,2012-11-01,9
12132,Diene Oliveira,domingo é dia de ir à praça da república!!!!,40,"Sugiro uma visita aos domingos pela manhã. A feirinha de artesanato que alí de instala é muito bacana, fora o visual do Theatro da Paz! Coma um lanchinho, tome uma água e passeie na praça, vale a  pena...",Belém,Families,2011-12-01,9
12133,evandrocgv,Ir aos domingos,30,"Digno de visita aos domingos, em um mercado local genuíno de artesanato é realizada. Os espetáculos folclóricos ter lugar nos espaços verdes. não é digno de ir durante a semana. Não é limpa, não recomendo para caminhar sozinho, especialmente após o anoitecer.","Curitiba, PR",Families,2014-06-01,9
12134,Rob H,encantador parque/praça poderia ser melhor mantido,50,Belos edifícios em um grande ambiente verdejante que faz o borracha Boom coração da cidade. Infelizmente muitos dos edifícios circundantes foram substituídos por altos edifícios duvidosas. A praça vibra com pessoas e bancos de artesanato no domingo. Cuidado após o anoitecer.,"Belém, PA",Families,2012-04-01,9
12135,Suzi,Linda Praça,40,"Essa praça encanta as pessoas de um jeito super legal! Ela é enorme e como Belém praticamente não tem parques como nas outras cidades as praças assumem esse lugar. A Praça da República em particular tem uma beleza única, pois é emoldurada pelo Teatro da paz, com sua imponência incrível! Um passeio imperdível, mas vá de calçados confortáveis e roupas leves, porque em Belém é realmente muito quente!","Belém, PA",Couples,2019-06-01,9
12136,robertadaudt,Muito bem cuidada,50,"A praça é muito bem cuidada e tem segurança. Aos domingos tem uma feira super interessante e variada, com artesanato local e comidas regionais. Também tem roda de música e dança!","Petrópolis, RJ",Couples,2019-05-01,9
12137,carlavarella,Praça muito bonita com Feira aos domingos.,40,"A Praça é bemmmmm bonita e grande, super arborizada, lá ficam o Teatro da Paz e tem o bar da praça, que é um bar super gostoso para uma cerveja ou um drink. Há uma feira aos domingos que tem de tudo um pouco, artesanatos, comidas típicas e etc...","Niterói, RJ",Couples,2019-04-01,9
12139,Sergio C,Muito bonita,40,"Com construções antigas, inclusive o teatro da Paz, é perfeito para um passeio noturno. Atualmente, mês de fevereiro de 2019, o local está bem policiado, e há frequentadores de todas as idades.",,Couples,2019-02-01,9
12140,Dougpassoni,Uma jóia,40,"Amplos jardins, coretos bem conservados, um bar para apreciar um petisco regional completam a beleza.","Santos, SP",Couples,2018-12-01,9
12141,Thiago,Um bom ponto de partida,30,"A praça fica em uma localização bem estratégica para qualquer turista. Está razoavelmente bem cuidada, e oferece um bom ambiente para se descansar e tentar se refrescar do calor escaldamente de Belém. Aos domingos, uma feira de artesanato toma conta da praça - vale a pena gastar algumas horas visitando as barracas.","Curitiba, PR",Couples,2018-07-01,9
12142,Carla Guarnieri,Domingo tem feira de ARTESANATO ,40,"Dia de semana é uma praça normal, como na cidade toda vc tem andar esperto. Fomos no domingo era outra praça, a feira funciona somente aos domingos e até as 14 hrs, chegue cedo, vai encontrar mta coisa legal, sucos e comidas típicas, artesanatos, antiguidades. Aos domingos vale muito a visita.","Ponta Grossa, PR",Couples,2018-07-01,9
12143,Vagner Luiz,Domingo na praça,50,"Visite esta linda praça no domingo de manhã, lá tem feira de artesanato (esqueça a do ver o peso),apresentações culturais, famílias passeando... Enfim, a praça é linda e movimentadíssima aos domingos. Aproveite e visite o Teatro da Paz que fica neste local.",Barbacena MG,Couples,2018-07-01,9
12144,Tânia Carvalho,Feira de artesanato,40,"Fomos domingo à Praça da República visitar a feira de artesanato, foi um passeio muito bom, o valor das peças é mais acessível e grande variedade de barracas.","Santa Cruz da Conceição, SP",Couples,2018-07-01,9
12145,EDMILSON CP,Coração da cidade,50,"É uma praça que fica em meio ao caminho para a catedral de Nazaré e o Ver o Peso-docas. O local concentra inúmeros bares e lojas diversas, além do teatro da Paz. Aos domingos tem uma grande feira","Cuiabá, MT",Couples,2018-07-01,9
12146,331Helen,Lugar pra toda família,50,"É um lugar ideal pra levar toda família ,inclusive o peludinho.Todos os domingos tem uma  feira que vende de tudo.Muito bom pra fazer pic nic também .","Fortaleza, CE",Couples,2018-06-01,9
12147,Henrique Guimarães,Belle époque paraense,50,"Caminhar nessa praça é um deleite. O Teatro da Paz, O teatro Waldemar Henrique e outros edifícios formam o complexo da Praça, com uma fonte de água, um coreto, um bar, um totem à história das conquistas políticas do Brasil.","Crato, CE",Couples,2018-06-01,9
12148,Pmrbrito,"Bonita, central e segura",40,"Bonita praça no centro da cidade de Belém.Fomos várias vezes em vários horários e sempre nos pareceu segura.Domingo é dia de feira e a praça fica bem movimentada, parece que toda a gente flui para lá. É lugar de encontro de famlias e de amigos. Também há diversas manifestações culturais acontecendo.","Lisboa, Portugal",Couples,2017-10-01,9
12149,Roberto B,Praça Maravilhosa,50,"A Praça da República fica numa área central da cidade, onde se contempla o famoso Teatro da Paz, da era da borracha, final do século 19.A Praça tem um jardim variado, muitas mangueiras centenárias, coretos e fontes de água. Aos domingos armam-se as barracas da Feira, onde se encontram artesanato, souvenires e até pequenas refeições. Grupos musicais, atrações com palhaços, divertem adultos e crianças.Boa pedida!","Manaus, AM",Couples,2018-04-01,9
12150,Carol G,Feira ótima aos domingos,40,"Praça muito bonita, vale a pena ir domingo, de manha, quando há uma feira de artesanato e outros produtos locais, além de apresentações musicais tradicionais. Muitas crianças e pessoas passeando com seus cachorros no local nesse dia. Programa familiar e tranquilo.","Manaus, AM",Couples,2018-04-01,9
12151,Caroline W,Vá no domingo!!!,50,"Dia de domingo a praça se transforma, vira uma feira de rua com comidas e artesanatos típicos da região, eh super legal e tem muitas coisas interessantes!","Curitiba, PR",Couples,2018-04-01,9
12153,MyTech B,Praça Linda e ventilada.,50,"Essa praça acabou de receber uma reforma e ficou ainda mais bonita. A praça é super tranquila, apesar de está no meio da cidade rodeada pelo transito. lá você encontra o principal teatr da cidade, o teatro da paz. Eu vu sempre ao domingos, o melhor dia para ir, pois ao domingos acontece a reunião de pessoas e tem comidas típicas, feirinhas com vendas de vários produtos e eventos musicais para todos os gostos.",,Couples,2018-01-01,9
12154,Kamila C,Caminhada,50,"É um lugar legal pra saber mais sobre a história da cidade e dar um passeio. Aos domingos tem uma feirinha bem legal, adorei.",,Couples,2018-02-01,9
12155,Karina L,Turistando ,40,A Praca da Republica e muito bonita e bem cuidada. Tem coretos lindos e cada ponto é bem identificado. La fica o Teatro da Paz,"Imperatriz, MA",Couples,2018-02-01,9
12156,l_zaror708,Bela praça de Belém,50,"Situada no coração de Belém, PA a Praça da República é a principal da cidade. Nela fica um dos principais cartões postais de Belém, o Theatro da Paz que, por si só, já vale a visita. A praça é bastante grande, com vários jardins muito bem cuidados e com muitos monumentos antigos e muito bem preservados. Também é limpa e relativamente segura. Destaque para as duas fileiras de antigas mangueiras que formam uma espécie de passarela para pedestres ao lado da avenida Presidente Vargas. Além disso, é um excelente local para fotos.","Brasília, DF",Couples,2018-02-01,9
12157,maphe_ocriar,Feira de tudo,30,"Pega uma feirinha típica das cidadezinha e acrescente as bugigangas da 25 de março. Essa é a feirinha que acontece na praça aos domingos! A praça está bem bonita e revitalizada, mas é só.","São Paulo, SP",Couples,2018-01-01,9
12158,Priscila A,Transporte pelo tempo ,50,"Talvez eu seja muito imaginativa, mas o clima e a arquitetura da Belle Epoque paraense me faz voltar no tempo e imaginar quantas pessoas em séculos diferentes já passaram por aqueles bancos e coretos... é majestoso, é lindo demais","São Paulo, SP",Couples,2018-01-01,9
12159,NandaSousa,Ponto de encontro no domingo,30,"A praça é muito bonita, acabou de ser reinaugurada e recebe uma feira nos domingos. Quando fui tava bem lotado, principalmente de famílias com seus catiorinhos... No mais é apenas uma praça.","Maracanaú, CE",Couples,2017-12-01,9
12160,Antonio Fernand... T,História,30,"É uma praça bonita mas com valor histórico e monumentos.Extraído da Wikipédia :""..naugurado em 15 de novembro de 1897 e, todo em mármore da carrara, o Monumento tem 20 metros de altura. A estátua é de uma mulher, representando o regime democrático, com um ramo de oliveira na mão, simbolizando a paz. O gênio alado, sobre o primeiro degrau da obra apoiado num leão, ergue o estandarte da república gritando: “Liberdade!”. Simbolicamente, trata-se do progresso nacional apoiado sobre a força do novo regime que levanta a Liberdade ""","Londrina, PR",Couples,2017-08-01,9
12161,1133leila,Praça da República ,40,"Uma das praças de Belém com muito verde e bem cuidada, passei por ela a  pé e me senti segura ao circular logo no início da tarde.Parabéns a Adiministracao pelo zelo deste local tão visitado.","Pato Branco, PR",Couples,2017-07-01,9
12162,ivanildapeixoto,Linda praça ,40,Uma linda praça. No momento tem sua beleza ofuscada pelas obras que estão sendo realizadas. Contudo dá para ver sua beleza. Um lindo caramanchão. E bons passeios. Uma feira variada acontece aos domingos. Embora não seja de artesanato é bem interessante.,"Maceió, AL",Couples,2017-07-01,9
12163,Silvia_Chiavegato,Feira aos domingos,50,"É lá onde tudo acontece, próximo ao lindo Teatro da Paz. Aos domingos acontece a feira de artesanatos, que oferece também várias opções de comidas. Quando fomos agora em junho presenciamos também o arrastão da pavulagem, um tipo de Carnaval de bloco em comemoração aos festejos juninos.  Êta povo festeiro!!!","Campinas, SP",Couples,2017-06-01,9
12164,Exploration712195,Ótima praca,50,"A frira de artesanato aos domigos e otima, muito animado, ideal para um passar o domingo a dois ou em família com as crianças.",,Couples,2017-06-01,9
12165,renangleyson,Belém e suas praças!,40,"Mais uma bela Praça como tantas outras nesta cidade, vale o cuidado sobre segurança mas é perfeitamente possível aproveitar o passeio, principalmente no fim de semana.","Porto de Galinhas, PE",Couples,2017-06-01,9
12166,Cris Gil,Uma bela e grande praça,50,É uma grande e bonita praça. Fomos no mês de maio/17 e ela estava em plena reforma. Nela você vê o Teatro da Paz e aos domingos de manhã você pode visitar a feirinha de artesanato local.,"Rio de Janeiro, RJ",Couples,2017-05-01,9
12167,CristinaFerreira53,está em reforma,40,"praça muito bonita , mas está em reforma, o calçamento está difícil proveniente da reforma, acabei desistindo de andar",Estado de São Paulo,Couples,2017-05-01,9
12168,Ery J,"Um local que precisa de um ""trato""",30,Uma área que poderia oferecer bem mais para o povo de Belém do Pará e para os turistas.  Sem quase nada de possibilidades de uso!,"Porto Alegre, RS",Couples,2017-05-01,9
12169,karlacmlf,Turismo,30,"Seria uma linda praça se houvesse manutenção da parte do estado e prefeitura ,que deverim trabalhar juntos para o laser da cidade e do turista que ver pela Internet,vem cheio de expectativa.O policiamento deveria ser diário,do        começo ao fim da praça e principalmente aos domingos deveria ser reforçado ,quando tem a feirinha ,que começa 9 hs e termina 17 hs ,mais ou menos,cuidado com os celulares para quem gosta de registrar o seu dia.","Belém, PA",Couples,2017-04-01,9
12173,chrand3804,Falta de segurança e muita sujeira,20,"A praça é muito linda e retrata o período da Belle Epoque, principalmente quando se vislumbra do teatro da paz, que localiza-se no centro da praça. Contudo, a praça está abandonada, com muita pixação, sujeira acumulada e comumente tem roubos nas redondezas. Além disso, o estacionamento é outro problema do local.","Brasília, DF",Couples,2016-11-01,9
12174,Juju_stnt,Bonito local,30,"Apesar de algumas partes estarem fechadas para uma suposta reforma, imagino eu, o local é bem agradável, com área para sentar, caminhar, comprar coisinhas em barracas e ainda possui uma feira nos dias de domingo e um teatro.","Manaus, AM",Couples,2016-08-01,9
12175,Carollina_airess,Praça da República ,50,Praça linda. Bom lugar pra se passear com a família e amigos. Nada mal se divertir. Gostamos muito..,"Belém, PA",Couples,2016-12-01,9
12176,Maria Clara B,Em obras,30,a praça está com muitas obras em vários monumentos o que atrapalhou a visita.  Mesmo assim domingo de manhã tem uma feira de artesanato e comidas bem grande para quem gosta.,,Couples,2016-08-01,9
12177,Hélen C,Poderia ser melhor,30,"A praça tem o monumento da república, e está localizada em frente ao Theatro da Paz, que é lindissimo. Mas o monumento está bem pichado.O principal motivo de achar o local razoável é por não ser um local seguro. Passamos lá pela manhã e alguns guardas nos alertaram pra evitar aquela praça no final da tarde. Além disso, quando pegamos o celular para tirar fotos, um senhor que estava passeando com seu cachorro nos falou pra ter cuidado com o celular. Acabamos por não querer nos demorar ali. Tiramos as fotos e saímos logo. Como nosso hotel era próximo, ainda passamos outras vezes por ali, mas sempre evitamos passar pelo meio da praça, demos a volta.",,Couples,2016-07-01,9
12178,paulinhamelolima113,Lindo ponto turístico. ,50,"Praça da República, local lindo de plena comodidade.  Pode ser frequentado por toda sua família! Práticas de esportes , Praça de alimentação,  artesanatos e muito mais .Um lugar lindo para curtir um dia cheio de energia . Frequento sempre !",,Couples,2016-07-01,9
12179,João M,Reforma!! ,30,"Passamos pela Praça da República com a intenção de conhecermos os monumentos. Porém a praça está em reforma e a maioria dos atrativos estavam cercados com tapumes. A praça fica situada no centro velho. Vá durante o dia e cuidado ao expor o celular para tirar fotos, seja rápido. Na mesma praça se localiza o Teatro da Paz. Se tiver tempo vá andando até a estação das docas.",,Couples,2016-07-01,9
12180,nlourdes,Linda praça,40,A praça é muito bonita e também conta um pouco da história de Belém. É um bom local para passear e visitar o teatro que está nessa praça. Na praça há ainda partes do piso em cerâmica original.,"Florianópolis, SC",Couples,2016-07-01,9
12181,Solangeviolante,Restauro em andamento ,40,"Local amplo, em fase de restauro. Coretos para apresentações musicais e jardins rodeiam o belíssimo Teatro da Paz, que foi construído junto à praça.","Curitiba, PR",Couples,2016-06-01,9
12182,Patricia A,bonita praça,30,"Um bom lugar para passear, conversar  e tirar fotos, e bem arborizada e também e tranquila... Um bom passeio","Imperatriz, MA",Couples,2015-10-01,9
12183,Anapaula J,Normal,30,Passei pela praça enquanto ia do hotel para a Estação das Docas a pé. Estavam reformando alguns pontos. Pena que não a vi arrumada.,"Brasília, DF",Couples,2016-06-01,9
12184,AleShiO,Passeio maravilhoso,50,"Essa praça me traz muitas lembranças. É muito linda, nos sábados e domingos tem venda de comidas típicas, e comércio de diversas coisas.",,Couples,2015-07-01,9
12185,Ricardo S,Uma pena....,30,Espaço bem localizado mas muito mal conservado....Achamos um ambiente sujo em q a própria população não costuma visitar e tbm não zela nos cuidados. Mas por estar em Belém...vale conferir e julgar com os próprios olhos.,"São Bernardo do Campo, SP",Couples,2016-06-01,9
12186,Irarref,"Bonita, porem abandonada",30,"Esta praça fica em frente ao hotel que ficamos hospedados. Ela é muito bonita, com construções do fim do seculo XIX e inicio do XX.Porem a praça está muito abandonada, como a cidade toda de Belém. Os predios historicos estão pixados, muita sugeira, muitos desocupados, que ficam lhe pedindo algum dinheiro a todo o momento. Realmente é uma pena.","Feira de Santana, BA",Couples,2016-06-01,9
12187,lclaudio06,Bonita mas mal cuidada,30,"Praça imensa, com estruturas lindas, em restauração. Fora isso, precisa de restauração das áreas verdes. Bem cuidada, seria belíssima.","Belém, PA",Couples,2016-06-01,9
12188,George P,Para curtir um dia de sol,40,"Ótima opção de passeio em uma manhã ensolarada. Você pode escolher uma sombra, pra sentar na grama e ler um livro, ou simplesmente andar ao redor, apreciando a beleza do lugar, de onde também é possível apreciar o formoso Teatro da Paz.Aos domingos, há uma feira, onde podem ser encontrados pratos típicos, artesanato, roupas e eletrônicos. A praça fica tomada pelos ambulantes até 17:00.Também aos domingos, os abrigos de animais abandonados montam pontos de adoção, com os pets já vacinados e vermifugados. Grande parte oferece a castração sem ônus, para quando o pet atingir a idade desta intervenção.",,Couples,2016-02-01,9
12189,lufonseca22,Passeio de domingo.,30,"Uma boa opção para os domingos, onde estão exportas várias barraquinhas com uma enorme variedade, bom local para passear com família 👪, de preferência pela manhã, pois à tarde não é bem frequentada.",,Couples,2016-05-01,9
12191,luciocwbpr,"Local bonito, porém mal frequentado.",20,"Como me hospedei em frente e Praça da Republica, posso avaliar com a experiência de ter vivenciado o dia a dia lá. De dia até que tem segurança, mas a noite dominada por michês, drogados e prostitutas e a chance de ser assaltado é de 99%, portanto muito cuidado.","Curitiba, PR",Couples,2016-05-01,9
12192,Adriano R,Praça da República,20,"A Praça da República é um grande marco do centro da cidade, é belíssima e possui coretos que estão fortemente ligados com a história da fundação da cidade e do período áureo da borracha no Pará e também é um grande espaço de convivência, mas que precisa urgentemente de cuidados, está largada à própria sorte.","Belém, PA",Couples,2016-04-01,9
12193,Keyla Kenya,Uma das praças mais lindas da cidade,50,Belíssima... Seus prédios são dignos de muitas fotos. Pena que a praça não tenha policiamento e seja tão deserta nos dias de semana...,Israel,Couples,2016-04-01,9
12197,Arenari,Centro,40,"Embora esteja um pouco descuidada, é outro lugar de visita obrigatória em Belém. Praça arborizada, bom para passeios a tarde. O teatro é localizado nela. Domingo tem uma feirinha muito bacana com artezanato, comidinhas, e outras coisas locais.","Belém, PA",Couples,2015-05-01,9
12203,Tainah_Barbosa,Ótimo passeio de domingo com a família!,40,"Aos domingos a praça recebe uma feirinha de artesanato super interessante para adquirir lembrancinhas de viagem. É um ótimo passeio para fazer um piquenique com a família, levar cães e crianças para brincar ao ar livre! Vale a pena conferir!","São Paulo, SP",Couples,2015-12-01,9
12204,Jessica Bonucci,Bonitinha,40,"Uma praça encantadora, cheia de árvores, coretos, laguinhos e muitos pássaros! Possui vários banquinhos e é bem tranquila.",,Couples,2015-11-01,9
12205,Alejandro M,Linda praça com o Teatro da paz!,40,"Praça muito bonita com interessantes prédios, como o Teatro da paz. Bom lugar para passear e tirar fotos.","Brasília, DF",Couples,2016-02-01,9
12206,BrunaEstrada,Espaço de arte,40,"Espaço com arte, música, pude ver uma apresentação de Carimbó bem bacana por lá. Recomendo a visita nesta praça.","Pindamonhangaba, SP",Couples,2016-02-01,9
12207,Edna P,Normal.,30,"Esta praça é uma das mais famosas da cidade, porém não bonita por ser suja, a principal coisa que que não me faz sugerir a visita é por ser muito frequente roubos/furtos. Caso deseje ir até ela evite usar jóias, relógios e carteiras que fiquem expostas.","São Paulo, SP",Couples,2015-04-01,9
12208,Crfaze,Artesanato?,10,"Local degradado. A feira de artesanato é um engodo. Parece a feira do Brás em SP. Cade o artesanato? Turma do oxi na praça. Cuide da carteira. Va durante a semana, sem feira para imaginar como a lraça foi bonita.","Rio de Janeiro, RJ",Couples,2016-02-01,9
12209,Thiago s,Paseio bom,50,Feira de domingo bem gostosa.  Bom pra passear com as crianças cachorro porte pequeno. Compras de feira artesanal.,,Couples,2016-01-01,9
12210,silviabarros2015,Bem preservado e ocupada nos finais de semana.,40,Lugar muito bonito e bem preservado onde se localiza o famoso Teatro da Paz. Aos domingos há uma feira imperdível e a população e turistas lá se encontram para ver e serem vistos. Há comidas típicas e artesanato .,"Resende, RJ",Couples,2016-01-01,9
12211,Silvia C,Muito boa no dia de Domingo,40,"Conheci a praça no domingo quando acontece uma feira que tem barracas de comida, artesanatos, antiguidade, roupas e tc.Além de tudo na praça fica o Teatro da Paz.","Manaus, AM",Couples,2015-02-01,9
12212,clarinda2016,Turismo,40,"Praça  muito bem cuidada arborizada , com  coreto, ruas , bancos e gramado  bem cuidado. Em frente ao Teatro  da Paz",Estado de São Paulo,Couples,2016-01-01,9
12213,edivania v,Passeio,50,Não há coisa melhor do que passear e namorar na Praça da Republica com o namorado. Parabéns Belém pelos 400 anos.,"Castanhal, PA",Couples,2016-01-01,9
12214,Lucianoramo,Passear com a namorada na praça da republica ,50,"Passear na praça da república com a namorada e muito b um lugar ótimo tem contato  com a natureza e um lugar bem familiar e e rico em saúde por causa da natureza, uma excelente pra casais",,Couples,2015-05-01,9
12215,RoadTrippin-RS,Várias barraquinhas e o coco mais barato,40,"A praça possui várias barraquinhas ao redor que vendem de tudo: roupas, bijuteria, artesanato, lembranças, e lá a água de coco é mais barata do que na Praça Batista Campos.Aos domingos de manhã acontece a feirinha já tradicional, com um corredor de barraquinhas imenso (e lotado!) ao longo da rua. Um dos tem que ir de Belém.",Rio Grande do Sul,Couples,2015-07-01,9
12216,Deley C,Podia estar melhor conservada,30,"Vá no domingo. Funciona uma feira das 8 as 15horas. É de artesanato, mas tem um pouco de tudo. Preços razoáveis.","São Paulo, SP",Couples,2015-12-01,9
12217,PFCrocomo,Só tava de passagem por aqui,40,Tem varias barracas de comida e tals. Tava só de passagem durante um passeio. Nada de lá muito interessante na praça em si.,"Florianópolis, SC",Couples,2015-12-01,9
12218,anaira2015,Praça extensa e com monumentos imponentes,30,"Apesar de tantas pichações, é sim uma praça bem planejada, aos domingos a população das redondezas se desloca para lá, famílias, grupos de amigos, pessoas com seus animais de estimação...para quem não é de lá como eu, o domingo é ideal para se ter idéia de como a população aproveita aquele espaço.","Marabá, PA",Couples,2015-07-01,9
12219,Lineu A,Imensa e arborizada,40,"Imensa, muito arborizada e muito bonita, com largas calçadas, no centrão da cidade. Belas esculturas, fontes, coretos e o teatro da Paz no meio.","Belo Horizonte, MG",Couples,2015-12-01,9
12220,Alessandra S,Excelente programa,50,Esse é um dos melhores programas a se fazer com a família. Todo domingo é montada uma feirinha na praça da república e milhares de pessoas vão passear por lá domingo de manha. Tem de tudo... De roupas a artesanatos.,Florianopolis,Couples,2015-12-01,9
12221,Portela,Apesar de tudo vale a pena.,40,"Local no centro de Belém, tem uma feira com artesanato e muita bugiganga. Vendedores atrapalham a movimentação e a fiscalização presente é desnecessária. No espaça da praça estão a biblioteca da UFPa e o teatro da paz.","Belém, PA",Couples,2015-08-01,9
